#Organism/Name	taxid	BioProject Accession	BioProject ID	Group	SubGroup	Size (Mb)	GC%	Assembly Accession	Replicons	WGS	Scaffolds	Genes	Proteins	Release Date	Modify Date	Status	Center	BioSample Accession
Brassica oleracea	3712	PRJEB26621	472931	Plants	Land Plants	554.977	36.4604	GCA_900416815.2	chromosome C1:LS974627.1; chromosome C2:LS974628.1; chromosome C3:LS974629.1; chromosome C4:LS974630.1; chromosome C5:LS974631.1; chromosome C6:LS974632.1; chromosome C7:LS974633.1; chromosome C8:LS974634.1; chromosome C9:LS974635.1	OWNI02	129	-	-	2018/05/26	2018/07/06	Chromosome	Genoscope	SAMEA4646675
Diaphorina citri	121845	PRJNA800468	800468	Animals	Insects	282.689	37.9993	GCA_024506315.2	mitochondrion MT:OM181945.1	JAKMOW01	346	26588	28286	2022/08/02	2022/08/02	Scaffold	University of California, Davis	SAMN25248377
Saccharomyces cerevisiae	4932	PRJNA412468	412468	Fungi	Ascomycetes	11.4768	38.1	GCA_019393555.1	-	PCDS01	248	-	-	2021/07/29	2021/07/29	Contig	The University of Hong Kong	SAMN07714760
Verruconis sp.	2011826	PRJNA471744	471744	Fungi	Ascomycetes	15.6344	52.6	GCA_004026245.1	-	SCGS01	3092	-	-	2019/01/16	2019/01/16	Scaffold	Jill Banfield's Lab at Berkeley	SAMN09217384
Mucor racemosus	4841	PRJNA896268	896268	Fungi	Other Fungi	53.2481	32.4	GCA_027405735.1	-	JAPEHQ01	55	-	-	2022/12/27	2022/12/27	Contig	Southwest University	SAMN31539809
Dicerorhinus sumatrensis harrissoni	310711	PRJNA638009	638009	Animals	Mammals	2442.45	39.6	GCA_014189135.1	-	JABWHU01	1781	-	-	2020/08/14	2020/08/14	Scaffold	Swedish Museum of Natural History	SAMN15164313
Epizoanthus stellaris	2840131	PRJNA866866	866866	Animals	Other Animals	768.014	42.5	GCA_025403545.1	-	JAOBYG01	924661	-	-	2022/09/26	2022/09/26	Scaffold	Iridian Genomes	SAMN30173729
Rachicladosporium sp. CCFEE 5018	1974281	PRJNA342238	342238	Fungi	Ascomycetes	44.7653	54.9	GCA_002077045.2	-	NAEU01	232	243	237	2017/04/03	2018/02/07	Scaffold	University of California, Riverside	SAMN06285185
Pyrenophora graminea	5028	PRJNA373892	373892	Fungi	Ascomycetes	32.5518	50.7	GCA_012365135.1	-	MVBJ01	2970	-	-	2020/04/15	2020/04/15	Scaffold	USDA-ARS	SAMN06318300
Penicillium chrysogenum	5076	PRJNA833221	833221	Fungi	Ascomycetes	32.5933	48.8	GCA_023626855.1	-	JAMAEG01	272	-	-	2022/06/01	2022/06/01	Scaffold	Dalian Medical University	SAMN27963467
Saccharomyces paradoxus	27291	PRJNA761003	761003	Fungi	Ascomycetes	11.7455	38.5	GCA_021403315.1	-	JAIUYN01	379	-	-	2022/01/10	2022/01/10	Scaffold	Institute of Microbiology, Chinese Academy of Sciences	SAMN21240391
Petrogale brachyotis victoriae	1648428	PRJEB39788	690434	Animals	Mammals	2.25205	45.8	GCA_904812595.1	-	CAJGOW01	2044	-	-	2021/01/25	2021/01/25	Contig	AUSTRALIAN NATIONAL UNIVERSITY	SAMEA7321198
Rhodotorula mucilaginosa	5537	PRJNA625575	625575	Fungi	Basidiomycetes	20.0736	60.5	GCA_013036735.1	-	JABBIK01	301	-	-	2020/05/11	2020/05/11	Contig	Jet Propulsion Laboratory, California Institute of Technology	SAMN14603659
Heterochromis multidens	73563	PRJNA550295	550295	Animals	Fishes	833.342	39.7	GCA_015108495.1	-	VUQS01	77704	-	-	2020/10/29	2020/10/29	Scaffold	"CICHLID~X"	SAMN12123905
Pongo abelii	9601	PRJNA37793	564096	Animals	Mammals	3065.05	40.8623	GCA_002880775.3	chromosome 1:NC_036903.1/CM009262.2; chromosome 2A:NC_036904.1/CM009263.2; chromosome 2B:NC_036905.1/CM009264.2; chromosome 3:NC_036906.1/CM009265.2; chromosome 4:NC_036907.1/CM009266.2; chromosome 5:NC_036908.1/CM009267.2; chromosome 6:NC_036909.1/CM009268.2; chromosome 7:NC_036910.1/CM009269.2; chromosome 8:NC_036911.1/CM009270.2; chromosome 9:NC_036912.1/CM009271.2; chromosome 10:NC_036913.1/CM009272.2; chromosome 11:NC_036914.1/CM009273.2; chromosome 12:NC_036915.1/CM009274.2; chromosome 13:NC_036916.1/CM009275.2; chromosome 14:NC_036917.1/CM009276.2; chromosome 15:NC_036918.1/CM009277.2; chromosome 16:NC_036919.1/CM009278.2; chromosome 17:NC_036920.1/CM009279.2; chromosome 18:NC_036921.1/CM009280.2; chromosome 19:NC_036922.1/CM009281.2; chromosome 20:NC_036923.1/CM009282.2; chromosome 21:NC_036924.1/CM009283.2; chromosome 22:NC_036925.1/CM009284.2; chromosome X:NC_036926.1/CM009285.2; mitochondrion MT:NC_002083.1/	NDHI03	5300	34370	49721	2018/01/16	2018/02/08	Chromosome	NCBI	SAMN06275555
Terrapene carolina triunguis	2587831	PRJNA435426	435426	Animals	Reptiles	2571.27	44.6	GCA_002925995.2	-	PRFB02	52260	25189	34138	2018/02/12	2018/09/21	Scaffold	NCBI	SAMN08285364
Phialophora americana	5601	PRJNA674881	674881	Fungi	Ascomycetes	36.1345	53.3	GCA_016110145.1	-	JADWQC01	62	-	-	2020/12/17	2020/12/17	Scaffold	Research Center for Medical Mycology - Peking University First Hospital	SAMN16679395
Agapornis roseicollis	60468	PRJNA355979	355979	Animals	Birds	1121.79	41	GCA_002631895.1	-	NDXB01	52900	-	-	2017/10/23	2017/10/23	Scaffold	North West University	SAMN06099614
Fusarium oxysporum	5507	PRJNA412392	412392	Fungi	Ascomycetes	52.5455	47.3	GCA_011035615.1	-	WEWV01	2209	-	-	2020/02/27	2020/02/27	Scaffold	Cook Lab - University of California at Davis	SAMN07710891
Caenorhabditis elegans	6239	PRJEB4373	261621	Animals	Roundworms	101.169	35.8	GCA_000939815.1	-	-	3806	-	-	2014/09/24	2014/09/24	Contig	Wellcome Trust Sanger Institute, Wellcome Genome Campus	SAMEA1920834
Siniperca scherzeri	228252	PRJNA513951	513951	Animals	Fishes	736.163	40.6169	GCA_011952095.1	linkage group LG1:CM022494.1; linkage group LG2:CM022495.1; linkage group LG3:CM022496.1; linkage group LG4:CM022497.1; linkage group LG5:CM022498.1; linkage group LG6:CM022499.1; linkage group LG7:CM022500.1; linkage group LG8:CM022501.1; linkage group LG9:CM022502.1; linkage group LG10:CM022503.1; linkage group LG11:CM022504.1; linkage group LG12:CM022505.1; linkage group LG13:CM022506.1; linkage group LG14:CM022507.1; linkage group LG15:CM022508.1; linkage group LG16:CM022509.1; linkage group LG17:CM022510.1; linkage group LG18:CM022511.1; linkage group LG19:CM022512.1; linkage group LG20:CM022513.1; linkage group LG21:CM022514.1; linkage group LG22:CM022515.1; linkage group LG23:CM022516.1; linkage group LG24:CM022517.1	WNGV01	2817	-	-	2020/04/03	2020/04/09	Chromosome	Huazhong Agricultural University	SAMN13269089
Sesia apiformis	748215	PRJEB47347	760735	Animals	Insects	546.809	36.6863	GCA_914767545.1	chromosome 1:OU611948.1; chromosome 2:OU611949.1; chromosome 3:OU611950.1; chromosome 4:OU611951.1; chromosome 5:OU611952.1; chromosome 6:OU611953.1; chromosome 7:OU611954.1; chromosome 8:OU611955.1; chromosome 9:OU611956.1; chromosome 10:OU611957.1; chromosome 11:OU611958.1; chromosome 12:OU611959.1; chromosome 13:OU611960.1; chromosome 14:OU611961.1; chromosome 15:OU611962.1; chromosome 16:OU611963.1; chromosome 17:OU611964.1; chromosome 18:OU611965.1; chromosome 19:OU611966.1; chromosome 20:OU611967.1; chromosome 21:OU611968.1; chromosome 22:OU611969.1; chromosome 23:OU611970.1; chromosome 24:OU611971.1; chromosome 25:OU611972.1; chromosome 26:OU611973.1; chromosome 27:OU611974.1; chromosome 28:OU611975.1; chromosome 29:OU611976.1; chromosome 30:OU611977.1; chromosome Z:OU611947.1; mitochondrion MT:OU611978.1	CAJZBR01	36	-	-	2021/09/11	2021/09/11	Chromosome	WELLCOME SANGER INSTITUTE	SAMEA7701281
Cladosporium sp. SL-16	2048672	PRJNA415529	415529	Fungi	Ascomycetes	35.8569	52.6	GCA_002921095.1	-	PEGC01	1636	-	-	2018/02/07	2018/02/07	Contig	 Chinese academy of agricultural sciences	SAMN07828189
Varroa destructor	109461	PRJNA33465	33465	Animals	Other Animals	331.927	40.1	GCA_000181155.2	-	ADDG02	20448	-	-	2010/01/11	2017/10/04	Scaffold	Varroa Genome Sequencing Consortium	SAMN03395039
Blumeria graminis f. sp. tritici 94202	1306135	PRJNA193396	193396	Fungi	Ascomycetes	71.2844	43.3	GCA_000417865.1	-	ASJK01	91192	-	-	2013/07/01	2014/08/11	Scaffold	University of Zurich	SAMN02981532
Monomorium pharaonis	307658	PRJNA664199	664199	Animals	Insects	325.507	36.3703	GCA_013373865.2	chromosome 1:NC_050467.1/CM023794.2; chromosome 2:NC_050468.1/CM023795.2; chromosome 3:NC_050469.1/CM023796.2; chromosome 4:NC_050470.1/CM023797.2; chromosome 5:NC_050471.1/CM023798.2; chromosome 6:NC_050472.1/CM023799.2; chromosome 7:NC_050473.1/CM023800.2; chromosome 8:NC_050474.1/CM023801.2; chromosome 9:NC_050475.1/CM023802.2; chromosome 10:NC_050476.1/CM023803.2; chromosome 11:NC_050477.1/CM023804.2; mitochondrion MT:CM023805.1	JABXFI02	725	17083	29165	2020/06/26	2020/08/14	Chromosome	NCBI	SAMN15097795
Didymella pinodes	749589	PRJNA867522	867522	Fungi	Ascomycetes	35.4815	52.5	GCA_026119245.1	-	JANLBW01	23	-	-	2022/11/10	2022/11/10	Scaffold	La Trobe University	SAMN30203657
Dothistroma septosporum	64363	PRJNA381823	381823	Fungi	Ascomycetes	30.6285	52.4	GCA_002236615.2	-	NBZH02	101	-	-	2017/07/28	2019/04/09	Scaffold	Massey University	SAMN06689741
Bolborhynchus lineola	211877	PRJNA703531	703531	Animals	Birds	1112.8	40.2	GCA_025448015.1	-	JAOEHX01	101365	-	-	2022/09/27	2022/09/27	Scaffold	Iridian Genomes	SAMN18613274
Telmatochromis sp. 'shell' AB-2019	2591306	PRJNA550295	550295	Animals	Other Animals	683.865	40.4	GCA_015104875.1	-	VVEC01	70391	-	-	2020/10/29	2020/10/29	Scaffold	"CICHLID~X"	SAMN12123727
Polarella glacialis	89957	PRJEB33539	575677	Protists	Other Protists	2984.68	45.9	GCA_905237085.1	-	CAJNNV01	33494	58231	58229	2021/02/18	2021/02/18	Scaffold	Australian Centre for Ecogenomics, School of Chemistry and Molecular Biosciences, University of Queensland	SAMEA5987284
Cercartetus nanus	190653	PRJEB39788	690434	Animals	Mammals	2.14079	45.9	GCA_904813545.1	-	CAJGRG01	2055	-	-	2021/01/25	2021/02/21	Contig	AUSTRALIAN NATIONAL UNIVERSITY	SAMEA7321279
Saguinus imperator	9491	PRJNA399417	399417	Animals	Mammals	3493.72	40.8	GCA_004024885.1	-	PVHO01	1666189	-	-	2019/01/15	2019/01/15	Scaffold	Broad Institute	SAMN07678110
Acropora gemmifera	70780	PRJDB8519	662258	Animals	Other Animals	400.993	35.2	GCA_014634125.1	-	BLFF01	2274	-	-	2020/09/04	2020/09/04	Scaffold	Atmosphere and Ocean Research Institute, The University of Tokyo	SAMD00186152
Ara macao	176014	PRJNA175470	175470	Animals	Birds	1035.92	41.4	GCA_000400545.1	-	AMXX01	282947	-	-	2013/05/20	2014/08/11	Contig	Texas A&M University	SAMN02981465
Saccharomyces cerevisiae	4932	PRJNA396809	396809	Fungi	Ascomycetes	11.5811	38.2198	GCA_003270325.1	chromosome I:CM010193.1; chromosome II:CM010194.1; chromosome III:CM010195.1; chromosome IV:CM010196.1; chromosome V:CM010197.1; chromosome VI:CM010198.1; chromosome VII:CM010199.1; chromosome VIII:CM010200.1; chromosome IX:CM010201.1; chromosome X:CM010202.1; chromosome XI:CM010203.1; chromosome XII:CM010204.1; chromosome XIII:CM010205.1; chromosome XIV:CM010206.1; chromosome XV:CM010207.1; chromosome XVI:CM010208.1	NPPG01	39	-	-	2018/06/28	2019/04/15	Chromosome	Institute Of Microbiology Chinese Academy of Sciences	SAMN07437061
Nakaseomyces glabratus	5478	PRJNA589840	589840	Fungi	Ascomycetes	12.5939	39.1	GCA_026540015.1	-	JAKCVZ01	14	-	-	2022/11/30	2022/11/30	Contig	University of Warwick	SAMN18953774
Coleophoma eucalyptorum	1130415	PRJNA827019	827019	Fungi	Ascomycetes	45.4404	46.4	GCA_026120035.1	-	JALRME01	282	-	-	2022/11/10	2022/11/10	Scaffold	Institute of Microbiology, Chinese Academy of Sciences	SAMN27594413
Erythroxylum incrassatum	2303040	PRJNA713586	713586	Plants	Land Plants	698.892	33.2	GCA_026546855.1	-	JANVCL01	413353	-	-	2022/11/30	2022/11/30	Scaffold	Iridian Genomes	SAMN18272475
Fusarium guadeloupense	2895620	PRJNA596282	596282	Fungi	Ascomycetes	36.8248	48.5	GCA_021655875.1	-	JAJJWL01	1088	-	-	2022/01/28	2022/01/28	Scaffold	US Department of Agriculture, Agriculture Research Service	SAMN23150737
Junonia neildi ssp. 1 JZ-2019	2691982	PRJNA606954	606954	Animals	Insects	349.805	33	GCA_018234965.1	-	DVWD01	416375	-	-	2021/05/03	2022/02/17	Contig	Florida Museum of Natural History	SAMN13640929
Claviceps pazoutovae	1649127	PRJNA750122	750122	Fungi	Ascomycetes	27.5448	51.7	GCA_022288525.1	-	JAIUSM01	1619	-	-	2022/02/16	2022/02/16	Contig	Agriculture and Agri-Food Canada	SAMN11159897
Bombylius discolor	2741128	PRJEB52241	840545	Animals	Insects	279.845	25.7627	GCA_939192795.1	chromosome 1:OW584238.1; chromosome 2:OW584239.1; chromosome 3:OW584240.1; chromosome 4:OW584241.1; chromosome 5:OW584242.1; chromosome X:OW584243.1; mitochondrion MT:OW584244.1	CALNDU01	18	-	-	2022/04/30	2022/05/01	Chromosome	WELLCOME SANGER INSTITUTE	SAMEA7524252
Polymyxa betae	41456	PRJNA494670	494670	Protists	Other Protists	27.0858	45	GCA_003693705.1	-	RBZT01	1001	-	-	2018/10/29	2018/10/29	Scaffold	Universite catholique de Louvain	SAMN10171518
Aureobasidium pullulans	5580	PRJNA723004	723004	Fungi	Ascomycetes	28.771	50.3	GCA_018408835.1	-	JAGUQH01	156	-	-	2021/05/19	2021/05/19	Scaffold	Jet Propulsion Laboratory, California Institute of Technology	SAMN18883766
Suillus variegatus	48592	PRJNA519865	519865	Fungi	Basidiomycetes	64.8626	47.2	GCA_016647645.1	-	JABBWF01	1270	17192	17069	2021/01/15	2021/01/15	Contig	DOE Joint Genome Institute	SAMN10865531
Laupala kohalensis	109027	PRJNA392944	392944	Animals	Insects	1595.21	34.9	GCA_002313205.1	-	NNCF01	148784	-	-	2017/09/19	2017/09/19	Scaffold	Cornell University	SAMN07312831
Pichia kudriavzevii	4909	PRJNA833221	833221	Fungi	Ascomycetes	11.2782	36.4	GCA_023629455.1	-	JAMAIT01	554	-	-	2022/06/01	2022/06/01	Scaffold	Dalian Medical University	SAMN27964063
Cebidichthys violaceus	271503	PRJNA384078	384078	Animals	Fishes	593.001	42.1	GCA_008087265.1	-	NJBE01	467	-	-	2019/08/26	2020/03/11	Scaffold	University of California, Irvine	SAMN06857690
Limnochromis staneri	286580	PRJNA550295	550295	Animals	Fishes	696.636	40.3	GCA_015104425.1	-	VVEV01	58402	-	-	2020/10/29	2020/10/29	Scaffold	"CICHLID~X"	SAMN12123747
Rhizopus arrhizus HUMC 02	1279480	PRJNA186018	186018	Fungi	Other Fungi	40.2872	34.7	GCA_000697605.1	-	JNDZ01	2313	-	-	2014/06/02	2014/06/02	Scaffold	IGS	SAMN02352651
Trigoniulus corallinus	1366115	PRJNA564195	564195	Animals	Other Animals	448.559	41	GCA_013389805.1	-	JAAFCE01	9127	-	-	2020/07/06	2022/08/23	Scaffold	The Chinese University of Hong Kong	SAMN12704943
Symbiodinium necroappetens	1628268	PRJEB34894	629173	Protists	Other Protists	767.953	50.6	GCA_905231915.1	-	CAJNJA01	104583	-	-	2021/02/18	2021/02/18	Scaffold	Australian Centre for Ecogenomics, School of Chemistry and Molecular Biosciences, University of Queensland	SAMEA6359004
Casuarina equisetifolia subsp. incana	228173	PRJNA450482	450482	Plants	Land Plants	301.458	36.1	GCA_003795335.1	-	RDRV01	2936	-	-	2018/11/19	2018/11/19	Scaffold	Fujian Academy of Forestry Sciences	SAMN08939822
Fusarium oxysporum f. sp. matthiolae	96317	PRJNA398321	398321	Fungi	Ascomycetes	60.3106	47.7	GCA_020796175.1	-	JAJGYP01	40	20360	20340	2021/11/08	2021/11/08	Contig	NIAB-East Malling Research	SAMN07508183
Calonectria ilicicola	182845	PRJNA659380	659380	Fungi	Ascomycetes	70.3558	46.5	GCA_014622005.1	-	JACVOD01	301	-	-	2020/09/17	2020/09/17	Scaffold	ZHEJIANG UNIVERSITY	SAMN15903718
Cryptococcus neoformans var. grubii	178876	PRJNA669191	669191	Fungi	Basidiomycetes	18.4938	48.2	GCA_019970625.1	-	JADMBR01	109	-	-	2021/09/14	2021/09/14	Contig	Pontificia Universidad Javeriana	SAMN16533801
Homo sapiens	9606	PRJNA725605	725605	Animals	Mammals	2915.18	40.8	GCA_018469675.1	-	JAGYYV01	324	-	-	2021/05/24	2022/06/26	Scaffold	UCSC Genomics Institute	SAMN17861233
Parastagonospora nodorum	13684	PRJNA612761	612761	Fungi	Ascomycetes	36.9566	50.3	GCA_020572995.1	-	JAIRES01	733	17356	17232	2021/10/25	2021/10/25	Scaffold	Curtin University of Technology	SAMN14381029
Potos flavus	29067	PRJNA600180	600180	Animals	Mammals	2208.19	41	GCA_015708855.1	mitochondrion MT:CM027365.1	JAABKN01	15702	-	-	2020/12/01	2020/12/01	Scaffold	Smithsonian Herndon Data Center	SAMN13795725
Cutaneotrichosporon cyanovorans	1078942	PRJDB5903	401106	Fungi	Basidiomycetes	19.9418	58	GCA_002335625.1	-	BEDZ01	90	-	-	2017/08/30	2017/08/31	Scaffold	RIKEN Center for Life Science Technologies, Division of Genomic Technologies	SAMD00084315
Phaeodactylum tricornutum CCAP 1055/1	556484	PRJNA13152	13152	Other	Other	27.4507	48.8432	GCA_000150955.2	chromosome 1:NC_011669.1/CM000605.1; chromosome 2:NC_011670.1/CM000606.1; chromosome 3:NC_011671.1/CP001142.1; chromosome 4:NC_011672.1/CM000607.1; chromosome 5:NC_011673.1/CM000608.1; chromosome 6:NC_011674.1/CM000609.1; chromosome 7:NC_011675.1/CM000610.1; chromosome 8:NC_011676.1/CM000611.1; chromosome 9:NC_011677.1/CM000612.1; chromosome 10:NC_011678.1/CM000613.1; chromosome 11:NC_011679.1/CP001141.1; chromosome 12:NC_011680.1/CM000614.1; chromosome 13:NC_011681.1/CM000615.1; chromosome 14:NC_011682.1/CM000616.1; chromosome 15:NC_011683.1/CM000617.1; chromosome 16:NC_011684.1/CM000618.1; chromosome 17:NC_011685.1/CM000619.1; chromosome 18:NC_011686.1/CM000620.1; chromosome 19:NC_011687.1/CM000621.1; chromosome 20:NC_011688.1/CM000622.1; chromosome 21:NC_011689.1/CM000623.1; chromosome 22:NC_011690.1/CM000624.1; chromosome 23:NC_011691.1/CM000625.1; chromosome 24:NC_011692.1/CM000626.1; chromosome 25:NC_011693.1/CM000627.1; chromosome 26:NC_011694.1/CM000628.1; chromosome 27:NC_011695.1/CM000629.1; chromosome 28:NC_011696.1/CM000630.1; chromosome 29:NC_011697.1/CM000631.1; chromosome 30:NC_011698.1/CM000632.1; chromosome 31:NC_011699.1/CM000633.1; chromosome 32:NC_011700.1/CM000634.1; chromosome 33:NC_011701.1/CM000635.1	ABQD01	88	10398	10408	2008/10/10	2014/08/06	Chromosome	Diatom Consortium	SAMN02953727
Chroomonas mesostigmatica CCMP1168	1195612	PRJNA260939	260939	Protists	Other Protists	0.702852	25.9335	GCA_000286095.1	chromosome 1:CP003680.1; chromosome 2:CP003681.1; chromosome 3:CP003682.1	-	3	580	505	2012/08/09	2012/11/30	Chromosome	NCBI	-
Hordeum vulgare subsp. vulgare	112509	PRJEB32488	542469	Plants	Land Plants	4833.79	40.9	GCA_901482405.1	-	CABEFD01	8	-	-	2019/05/13	2019/05/13	Scaffold	Leibniz Institute of Plant Genetics and Crop Plant Research	SAMEA5598650
Luperina testacea	988174	PRJEB49991	796915	Animals	Insects	593.701	38	GCA_927399495.1	-	CAKMJN01	1360	-	-	2022/01/21	2022/01/21	Contig	WELLCOME SANGER INSTITUTE	SAMEA8534287
Brassica cretica	69181	PRJNA470925	470925	Plants	Land Plants	208.273	35.7	GCA_003260635.2	-	QGKW02	2393	45891	45891	2018/06/22	2020/02/21	Scaffold	University of Exeter	SAMN09112367
Ogataea philodendri	1378263	PRJNA801201	801201	Fungi	Ascomycetes	9.03825	47.6287	GCA_020536065.1	mitochondrion MT:NC_022165.1/	JAEUBE01	540	7511	7457	2021/10/20	2021/10/20	Scaffold	NCBI	SAMN16124933
Microbotryum violaceum	5272	PRJNA771266	771266	Fungi	Basidiomycetes	23.3821	56.1	GCA_022506105.1	-	JAKMXR01	35	-	-	2022/03/07	2022/03/07	Contig	Universite Paris Saclay / CNRS	SAMN22304110
Gulo gulo	48420	PRJEB10674	477953	Animals	Mammals	2423.18	37.6	GCA_900006375.2	-	CYRY02	47417	24439	19696	2018/06/27	2018/11/09	Scaffold	Uppsala University	SAMEA3522159
Wickerhamiella domercqiae	45788	PRJNA416493	416493	Fungi	Ascomycetes	8.36909	48.8	GCA_003033705.1	-	PEOA01	139	-	-	2018/04/04	2018/04/04	Scaffold	UCIBIO-REQUIMTE	SAMN07958197
Leishmania turanica	62297	PRJNA192712	192712	Protists	Kinetoplasts	32.32	59.5	GCA_000441995.1	-	ATBU01	336	-	-	2013/07/29	2014/08/04	Scaffold	Kinetoplastid Genomes Consortium	SAMN02212518
Globisporangium paroecandrum	2125995	PRJNA601986	601986	Protists	Other Protists	43.5624	54.3	GCA_023333955.1	-	JAASFU01	6039	-	-	2022/05/11	2022/05/11	Contig	Agriculture and Agri-Food Canada	SAMN13878601
Fusarium siculi	2563089	PRJNA670753	670753	Fungi	Ascomycetes	44.9913	48.8	GCA_019843635.1	-	JACDIX01	1585	-	-	2021/09/01	2021/09/01	Scaffold	NCBI	SAMN15425053
Fraxinus greggii	126366	PRJEB20151	474299	Plants	Land Plants	694.27	34.4	GCA_903798315.1	-	CAIGRK01	430537	-	-	2020/06/14	2020/06/14	Scaffold	Queen Mary University of London	SAMEA6544795
Emesis condigna	2614005	PRJNA606954	606954	Animals	Insects	606.67	33.4	GCA_018237445.1	-	DWDG01	1169748	-	-	2021/05/03	2022/02/17	Contig	Florida Museum of Natural History	SAMN12776949
Penicillium sp. VS I D KN	2756250	PRJNA644637	644637	Fungi	Ascomycetes	35.1745	48.4	GCA_019775415.1	-	JACWFT01	432	-	-	2021/08/26	2021/08/26	Scaffold	Jet Propulsion Laboratory, California Institute of Technology	SAMN15543677
Fusarium domesticum	225610	PRJNA416189	416189	Fungi	Ascomycetes	32.5787	48.8	GCA_013618395.1	-	JABFEV01	3048	-	-	2020/07/24	2020/07/24	Scaffold	US Department of Agriculture, Agriculture Research Service	SAMN14842271
Epinotia demarniana	1594294	PRJEB54911	861636	Animals	Insects	735.812	39.4944	GCA_945867215.1	chromosome 1:OX244260.1; chromosome 2:OX244261.1; chromosome 3:OX244262.1; chromosome 4:OX244263.1; chromosome 5:OX244264.1; chromosome 6:OX244265.1; chromosome 7:OX244266.1; chromosome 8:OX244267.1; chromosome 9:OX244268.1; chromosome 10:OX244269.1; chromosome 11:OX244270.1; chromosome 12:OX244271.1; chromosome 13:OX244272.1; chromosome 14:OX244273.1; chromosome 15:OX244274.1; chromosome 16:OX244275.1; chromosome 17:OX244276.1; chromosome 18:OX244277.1; chromosome 19:OX244278.1; chromosome 20:OX244279.1; chromosome 21:OX244280.1; chromosome 22:OX244281.1; chromosome 23:OX244282.1; chromosome 24:OX244283.1; chromosome 25:OX244284.1; chromosome 26:OX244285.1; chromosome 27:OX244286.1; chromosome Z:OX244259.1; mitochondrion MT:OX244287.1	CAMBMD01	43	-	-	2022/07/23	2022/07/24	Chromosome	WELLCOME SANGER INSTITUTE	SAMEA10979166
Neurospora tetraspora	94610	PRJNA487060	487060	Fungi	Ascomycetes	43.7288	48.7	GCA_009802415.1	-	RAKN01	1102	-	-	2019/12/27	2019/12/27	Scaffold	University of California, Berkeley	SAMN09882690
Lepidiolamprologus profundicola	272719	PRJNA550295	550295	Animals	Fishes	703.982	40.4	GCA_015109435.1	-	VUTS01	67027	-	-	2020/10/29	2020/10/29	Scaffold	"CICHLID~X"	SAMN12123988
Australoheros scitulus	329336	PRJNA550295	550295	Animals	Fishes	709.571	40.6	GCA_015108615.1	-	VUQM01	97693	-	-	2020/10/29	2020/10/29	Scaffold	"CICHLID~X"	SAMN12123897
Arabidopsis thaliana	3702	PRJEB23122	549192	Plants	Land Plants	1.03397	37.6	GCA_900233675.1	-	OCWK01	120	-	-	2019/06/17	2019/06/17	Contig	MPI FOR DEVELOPMENTAL BIOLOGY	SAMEA104356369
Begonia darthvaderiana	2905994	PRJNA791490	791490	Plants	Land Plants	785.386	38.2922	GCA_022432945.1	chromosome 1:CM039487.1; chromosome 2:CM039488.1; chromosome 3:CM039489.1; chromosome 4:CM039490.1; chromosome 5:CM039491.1; chromosome 6:CM039492.1; chromosome 7:CM039493.1; chromosome 8:CM039494.1; chromosome 9:CM039495.1; chromosome 10:CM039496.1; chromosome 11:CM039497.1; chromosome 12:CM039498.1; chromosome 13:CM039499.1; chromosome 14:CM039500.1; chromosome 15:CM039501.1	JAJTVE01	1731	-	-	2022/03/01	2022/03/01	Chromosome	BGI-Shenzhen	SAMN24291529
